Name,PositionName,MaximumVelocity,TotalDuration,TotalPlayerLoad,TotalDistance,HIDistanceAverage,Time90HRmax,HIDistance,MaxSprints,HIRuns
Reyna Swanson - SR V SB 04-17-2016,Centre Back,23.8554,2016-08-22 01:38:04.0000000 -07:00,862.09634,9703.61279,444.16,2016-08-22 12:56:16.0000000 -07:00,444.16,4,40
Reyna Swanson - SR TEAM TRAINING 04-20-2016,Centre Back,21.1626,2016-08-22 01:00:57.0000000 -07:00,293.49134,3062.17139,115.15,2016-08-22 12:05:05.0000000 -07:00,115.15,0,17
Reyna Swanson - SR TEAM TRAINING 04-21-2016,Centre Back,22.2498,2016-08-22 01:06:40.0000000 -07:00,398.72274,4187.76221,141.91,2016-08-22 12:13:48.0000000 -07:00,141.91,0,17
Reyna Swanson - SR V BB 04-24-2016,Centre Back,25.6626,2016-08-22 01:38:29.0000000 -07:00,910.09982,10414.58008,801.53999,2016-08-22 12:39:56.0000000 -07:00,801.53999,4,58
Reyna Swanson - SR TEAM TRAINING 04-26-2016,Centre Back,19.6974,2016-08-22 12:57:24.0000000 -07:00,243.36105,2725.98315,13.01,2016-08-22 12:05:27.0000000 -07:00,13.01,0,3
Reyna Swanson - SR TEAM TRAINING 04-27-2016,Centre Back,22.5306,2016-08-22 12:57:18.0000000 -07:00,394.83716,4171.55615,105.43,2016-08-22 12:15:52.0000000 -07:00,105.43,0,13
Reyna Swanson - SR TEAM TRAINING 04-29-2016,Centre Back,23.7186,2016-08-22 01:01:25.0000000 -07:00,300.3645,3390.77417,158.65,2016-08-22 12:11:07.0000000 -07:00,158.65,1,16
Reyna Swanson - SR V KC 05-01-2016,Centre Back,26.2818,2016-08-22 01:36:47.0000000 -07:00,893.29587,10090.63086,369.29,2016-08-22 12:59:34.0000000 -07:00,369.29,4,33
Reyna Swanson - SR TEAM TRAINING 05-03-2016,Centre Back,22.3758,2016-08-22 01:00:02.0000000 -07:00,318.07738,3548.45117,138.02,2016-08-22 12:03:59.0000000 -07:00,138.02,0,14
Reyna Swanson - SR TEAM TRAINING 05-04-2016,Centre Back,21.2742,2016-08-22 12:54:02.0000000 -07:00,333.58632,3420.9632,74.71,2016-08-22 12:02:17.0000000 -07:00,74.71,0,10
Reyna Swanson - SR TEAM TRAINING 05-06-2016,Centre Back,17.5266,2016-08-22 12:54:27.0000000 -07:00,286.84845,3091.43921,0,2016-08-22 12:02:15.0000000 -07:00,0,0,0
Reyna Swanson - SR V OP 05-08-2016,Centre Back,25.6662,2016-08-22 01:37:09.0000000 -07:00,803.03818,9573.10889,386.97,2016-08-22 12:55:43.0000000 -07:00,386.97,8,27
Reyna Swanson - SR TEAM TRAINING 05-11-2016,Centre Back,23.8014,2016-08-22 01:00:02.0000000 -07:00,362.09158,3834.72461,428.67,2016-08-22 12:13:13.0000000 -07:00,428.67,6,19
Reyna Swanson - SR TEAM TRAINING 05-12-2016,Centre Back,22.833,2016-08-22 01:05:19.0000000 -07:00,488.49696,5104.75012,116.63,2016-08-22 12:08:16.0000000 -07:00,116.63,1,15
Reyna Swanson - SR TEAM TRAINING 05-13-2016,Centre Back,19.1106,2016-08-22 12:40:49.0000000 -07:00,174.74701,1956.47522,10.02,2016-08-22 12:00:00.0000000 -07:00,10.02,0,1
Reyna Swanson - SR V PT 05-14-2016,Centre Back,25.9614,2016-08-22 01:35:45.0000000 -07:00,903.64264,10248.38184,498.45,2016-08-22 12:56:47.0000000 -07:00,498.45,5,43
Reyna Swanson - SR TEAM TRAINING 05-17-2016,Centre Back,22.941,2016-08-22 01:24:12.0000000 -07:00,497.17675,5100.3493,90.73,2016-08-22 12:13:58.0000000 -07:00,90.73,1,13
Reyna Swanson - SR TEAM TRAINING 05-18-2016,Centre Back,24.705,2016-08-22 12:51:17.0000000 -07:00,419.14713,4177.556,414.03001,2016-08-22 12:08:02.0000000 -07:00,414.03001,5,16
Reyna Swanson - SR TEAM TRAINING 05-20-2016,Centre Back,19.5606,2016-08-22 01:14:40.0000000 -07:00,374.52077,3946,60.25,2016-08-22 12:01:51.0000000 -07:00,60.25,0,12
Reyna Swanson - SR TEAM TRAINING 05-21-2016,Centre Back,20.331,2016-08-22 12:48:05.0000000 -07:00,244.81778,2741.90802,25.93,2016-08-22 12:01:55.0000000 -07:00,25.93,0,5
Reyna Swanson - SR V CR 05-22-2016,Centre Back,26.7678,2016-08-22 01:36:09.0000000 -07:00,920.11359,10005.21777,503.42998,2016-08-22 01:08:18.0000000 -07:00,503.42998,3,43
Reyna Swanson - SR TEAM TRAINING 05-24-2016,Centre Back,26.307,2016-08-22 01:04:15.0000000 -07:00,372.93759,3675.58746,100.05,2016-08-22 12:12:23.0000000 -07:00,100.05,1,10
Reyna Swanson - SR TEAM TRAINING 05-25-2016,Centre Back,21.7062,2016-08-22 12:49:46.0000000 -07:00,231.68058,2368.69171,55.1,2016-08-22 12:01:09.0000000 -07:00,55.1,0,10
Reyna Swanson - SR V AL 05-26-2016,Centre Back,25.5546,2016-08-22 12:48:35.0000000 -07:00,469.08466,5229.51465,296.54001,2016-08-22 12:25:22.0000000 -07:00,296.54001,1,22
Reyna Swanson - SR TEAM TRAINING 05-28-2016,Centre Back,23.7186,2016-08-22 01:02:56.0000000 -07:00,313.43851,3322.32837,168.34001,2016-08-22 12:01:20.0000000 -07:00,168.34001,3,12
Reyna Swanson - SR V PT 5-29-2016,Centre Back,26.1054,2016-08-22 01:37:01.0000000 -07:00,997.94254,11279.27051,639.88998,2016-08-22 01:02:56.0000000 -07:00,639.88998,5,54
Reyna Swanson - SR TEAM TRAINING 06-06-2016,Centre Back,19.971,2016-08-22 01:01:05.0000000 -07:00,443.29374,4274.92944,11.05,2016-08-22 12:23:44.0000000 -07:00,11.05,0,2
Reyna Swanson - SR TEAM TRAINING 06-07-2016,Centre Back,24.8022,2016-08-22 12:28:01.0000000 -07:00,180.14893,1938.25772,358.57,2016-08-22 12:01:30.0000000 -07:00,358.57,3,10
Reyna Swanson - SR TEAM TRAINING 06-09-2016,Centre Back,21.4002,2016-08-22 01:32:04.0000000 -07:00,428.50653,4489.43399,82.59,2016-08-22 12:01:28.0000000 -07:00,82.59,0,12
Reyna Swanson - SR TEAM TRAINING 06-10-2016,Centre Back,21.1626,2016-08-22 01:04:43.0000000 -07:00,381.01453,4049.52087,34.57,2016-08-22 12:10:55.0000000 -07:00,34.57,0,7
Reyna Swanson - SR TEAM TRAINING 06-11-2016,Centre Back,21.1626,2016-08-22 12:39:55.0000000 -07:00,203.87708,2122.34705,31.15,2016-08-22 12:01:12.0000000 -07:00,31.15,0,5
Reyna Swanson - SR V HD 06-12-2016,Centre Back,26.3394,2016-08-22 01:36:23.0000000 -07:00,951.50342,10805.13086,766.52,2016-08-22 12:59:42.0000000 -07:00,766.52,5,59
Reyna Swanson - SR TEAM TRAINING 06-15-2016,Centre Back,24.1002,2016-08-22 01:02:32.0000000 -07:00,417.72342,4216.94995,465.31,2016-08-22 12:08:45.0000000 -07:00,465.31,2,19
Reyna Swanson - SR TEAM TRAINING 06-16-2016,Centre Back,21.4542,2016-08-22 01:34:41.0000000 -07:00,514.86008,5841.57678,160.12,2016-08-22 12:11:37.0000000 -07:00,160.12,0,14
Reyna Swanson - SR V SB 06-19-2016,Centre Back,23.7906,2016-08-22 01:35:40.0000000 -07:00,876.75067,10462.45801,732.54,2016-08-22 01:08:27.0000000 -07:00,732.54,3,52
Reyna Swanson - SR TEAM TRAINING 06-21-2016,Centre Back,21.8286,2016-08-22 01:04:18.0000000 -07:00,440.84737,4287.06055,14.1,2016-08-22 12:12:25.0000000 -07:00,14.1,0,1
Reyna Swanson - SR TEAM TRAINING 06-22-2016,Centre Back,23.9706,2016-08-22 01:00:56.0000000 -07:00,410.84771,3954.76407,164.75001,2016-08-22 12:12:44.0000000 -07:00,164.75001,1,14
Reyna Swanson - SR TEAM TRAINING 06-24-2016,Centre Back,15.957,2016-08-22 12:38:36.0000000 -07:00,192.20258,1943.11011,0,2016-08-22 12:03:58.0000000 -07:00,0,0,0
Reyna Swanson - SR V KC 06-25-2016,Centre Back,24.7086,2016-08-22 01:10:04.0000000 -07:00,578.30376,7105.44348,409.71001,2016-08-22 12:56:44.0000000 -07:00,409.71001,3,28
Reyna Swanson - SR TEAM TRAINING 06-28-2016,Centre Back,24.9102,2016-08-22 01:01:06.0000000 -07:00,267.30859,3044.25977,224.32,2016-08-22 12:05:05.0000000 -07:00,224.32,5,16
Reyna Swanson - SR TEAM TRAINING 06-30-2016,Centre Back,22.383,2016-08-22 12:54:41.0000000 -07:00,291.1786,3272.38843,113.99,2016-08-22 12:05:43.0000000 -07:00,113.99,0,9
Saundra Maldonado - SR TEAM TRAINING 03-26-2016,Centre Midfield,21.465,2016-08-22 12:27:45.0000000 -07:00,225.4852,2389.57922,41.18,2016-08-22 12:00:56.0000000 -07:00,41.18,0,8
Saundra Maldonado - SR V HD 03-30-2016,Centre Midfield,22.4946,2016-08-22 12:47:10.0000000 -07:00,350.24747,3446.79834,117.37,2016-08-22 12:07:27.0000000 -07:00,117.37,0,13
Saundra Maldonado - SR TEAM TRAINING 04-01-2016,Centre Midfield,20.8242,2016-08-22 12:49:34.0000000 -07:00,364.92537,3245.19781,38.79,2016-08-22 12:06:57.0000000 -07:00,38.79,0,6
Saundra Maldonado - SR V OSU 04-02-2016,Centre Midfield,24.0066,2016-08-22 01:33:27.0000000 -07:00,883.21552,8698.95801,312.47001,2016-08-22 12:13:17.0000000 -07:00,312.47001,2,28
Saundra Maldonado - SR TEAM TRAINING 04-06-2016,Centre Midfield,25.8534,2016-08-22 01:07:47.0000000 -07:00,511.75513,5244.73901,372.5,2016-08-22 12:06:40.0000000 -07:00,372.5,2,28
Saundra Maldonado - SR TEAM TRAINING 04-08-2016,Centre Midfield,20.0286,2016-08-22 01:24:01.0000000 -07:00,276.27167,2833.78809,62.84,2016-08-22 12:02:26.0000000 -07:00,62.84,0,11
Saundra Maldonado - SR V UW 04-09-2016,Centre Midfield,24.7914,2016-08-22 01:25:35.0000000 -07:00,870.33234,9907.41919,426.33001,2016-08-22 12:10:54.0000000 -07:00,426.33001,3,26
Saundra Maldonado - SR TEAM TRAINING 04-11-2016,Centre Midfield,21.7134,2016-08-22 12:58:10.0000000 -07:00,323.20642,3060.93018,55.39,2016-08-22 12:01:06.0000000 -07:00,55.39,0,6
Saundra Maldonado - SR TEAM TRAINING 04-12-2016,Centre Midfield,23.1462,2016-08-22 01:04:28.0000000 -07:00,460.86483,4534.37512,191.19,2016-08-22 12:04:36.0000000 -07:00,191.19,1,23
Saundra Maldonado - SR TEAM TRAINING 04-13-2016,Centre Midfield,26.001,2016-08-22 12:59:46.0000000 -07:00,539.40594,5380.44757,449.52999,2016-08-22 12:11:15.0000000 -07:00,449.52999,5,19
Saundra Maldonado - SR TEAM TRAINING 04-15-2016,Centre Midfield,21.879,2016-08-22 12:58:40.0000000 -07:00,318.46582,2967.11401,71.04,2016-08-22 12:03:08.0000000 -07:00,71.04,0,9
Saundra Maldonado - SR TEAM TRAINING 04-16-2016,Centre Midfield,24.1902,2016-08-22 12:39:42.0000000 -07:00,346.53088,4062.7063,185.11001,2016-08-22 12:04:43.0000000 -07:00,185.11001,3,14
Saundra Maldonado - SR TEAM TRAINING 04-21-2016,Centre Midfield,26.0262,2016-08-22 01:06:40.0000000 -07:00,538.17378,5290.27057,106.96,2016-08-22 12:06:51.0000000 -07:00,106.96,1,11
Saundra Maldonado - SR TEAM TRAINING 04-26-2016,Centre Midfield,23.067,2016-08-22 12:57:24.0000000 -07:00,395.3309,3878.57227,81.61,2016-08-22 12:02:44.0000000 -07:00,81.61,1,9
Saundra Maldonado - SR TEAM TRAINING 04-27-2016,Centre Midfield,22.1382,2016-08-22 12:57:18.0000000 -07:00,450.48566,4365.66089,97.92,2016-08-22 12:08:33.0000000 -07:00,97.92,0,13
Saundra Maldonado - SR TEAM TRAINING 04-29-2016,Centre Midfield,21.2202,2016-08-22 01:01:25.0000000 -07:00,397.35965,3755.5166,166.19,2016-08-22 12:07:08.0000000 -07:00,166.19,0,24
Saundra Maldonado - SR TEAM TRAINING 04-30-2016,Centre Midfield,19.9242,2016-08-22 12:38:31.0000000 -07:00,274.65566,2777.5542,21.87,2016-08-22 12:06:00.0000000 -07:00,21.87,0,3
Saundra Maldonado - SR V KC 05-01-2016,Centre Midfield,22.4046,2016-08-22 12:25:35.0000000 -07:00,297.65073,3088.04712,160.82001,2016-08-22 12:16:01.0000000 -07:00,160.82001,0,14
Saundra Maldonado - SR TEAM TRAINING 05-03-2016,Centre Midfield,23.6502,2016-08-22 01:00:02.0000000 -07:00,464.57464,4488.62756,331.59999,2016-08-22 12:00:36.0000000 -07:00,331.59999,1,29
Saundra Maldonado - SR TEAM TRAINING 05-04-2016,Centre Midfield,22.6314,2016-08-22 12:54:02.0000000 -07:00,364.26991,3534.07416,82.15,2016-08-22 12:00:00.0000000 -07:00,82.15,0,9
Saundra Maldonado - SR TEAM TRAINING 05-06-2016,Centre Midfield,20.3274,2016-08-22 12:54:27.0000000 -07:00,428.43085,3857.03125,102.84,2016-08-22 12:09:10.0000000 -07:00,102.84,0,12
Saundra Maldonado - SR V OP 05-08-2016,Centre Midfield,23.7906,2016-08-22 12:30:39.0000000 -07:00,353.9985,3624.07397,310.55999,2016-08-22 12:07:14.0000000 -07:00,310.55999,2,23
Saundra Maldonado - SR TEAM TRAINING 05-11-2016,Centre Midfield,25.1874,2016-08-22 01:00:02.0000000 -07:00,446.88701,4172.51636,381.80001,2016-08-22 12:02:43.0000000 -07:00,381.80001,4,11
Saundra Maldonado - SR TEAM TRAINING 05-12-2016,Centre Midfield,21.4254,2016-08-22 01:05:19.0000000 -07:00,566.68304,5450.51501,47.52,2016-08-22 12:09:58.0000000 -07:00,47.52,0,6
Saundra Maldonado - SR TEAM TRAINING 05-13-2016,Centre Midfield,16.3422,2016-08-22 12:40:00.0000000 -07:00,200.69814,1808.58789,0,2016-08-22 12:00:08.0000000 -07:00,0,0,0
Saundra Maldonado - SR V PT 05-14-2016,Centre Midfield,25.5294,2016-08-22 12:13:36.0000000 -07:00,187.88478,1821.90918,180.54,2016-08-22 12:04:07.0000000 -07:00,180.54,3,10
Saundra Maldonado - SR TEAM TRAINING 05-17-2016,Centre Midfield,21.4974,2016-08-22 01:08:52.0000000 -07:00,481.39501,4528.54797,78.5,2016-08-22 12:05:20.0000000 -07:00,78.5,0,11
Saundra Maldonado - SR TEAM TRAINING 05-18-2016,Centre Midfield,25.803,2016-08-22 12:51:17.0000000 -07:00,487.39153,4670.75769,431.04999,2016-08-22 12:03:53.0000000 -07:00,431.04999,3,15
Saundra Maldonado - SR TEAM TRAINING 05-20-2016,Centre Midfield,18.9954,2016-08-22 01:26:34.0000000 -07:00,493.71253,4592.47308,15.22,2016-08-22 12:01:39.0000000 -07:00,15.22,0,4
Saundra Maldonado - SR TEAM TRAINING 05-21-2016,Centre Midfield,23.0598,2016-08-22 12:48:05.0000000 -07:00,289.54228,2822.01434,42.44,2016-08-22 12:00:00.0000000 -07:00,42.44,1,4
Saundra Maldonado - SR V CR 05-22-2016,Centre Midfield,22.653,2016-08-22 12:30:40.0000000 -07:00,374.97879,3869.04419,153.71001,2016-08-22 12:13:51.0000000 -07:00,153.71001,0,14
Saundra Maldonado - SR TEAM TRAINING 05-24-2016,Centre Midfield,23.9454,2016-08-22 01:22:01.0000000 -07:00,624.39975,5850.53516,338.75,2016-08-22 12:05:33.0000000 -07:00,338.75,1,21
Saundra Maldonado - SR TEAM TRAINING 05-25-2016,Centre Midfield,18.2646,2016-08-22 12:36:14.0000000 -07:00,164.82075,1501.36414,4.1,2016-08-22 12:02:23.0000000 -07:00,4.1,0,1
Saundra Maldonado - SR V AL 05-26-2016,Centre Midfield,24.4458,2016-08-22 01:37:41.0000000 -07:00,1025.42334,10895.53564,482.09999,2016-08-22 12:25:17.0000000 -07:00,482.09999,4,42
Saundra Maldonado - SR TEAM TRAINING 05-28-2016,Centre Midfield,20.8746,2016-08-22 01:11:00.0000000 -07:00,394.07831,3822.37622,96.83,2016-08-22 12:05:17.0000000 -07:00,96.83,0,10
Saundra Maldonado - SR V PT 5-29-2016,Centre Midfield,23.5602,2016-08-22 12:06:51.0000000 -07:00,89.22379,923.14227,94.11,2016-08-22 12:01:05.0000000 -07:00,94.11,1,5
Saundra Maldonado - SR TEAM TRAINING 06-06-2016,Centre Midfield,20.1798,2016-08-22 01:01:05.0000000 -07:00,495.86615,4767.05237,71.69,2016-08-22 12:05:34.0000000 -07:00,71.69,0,12
Saundra Maldonado - SR TEAM TRAINING 06-07-2016,Centre Midfield,24.5142,2016-08-22 01:14:19.0000000 -07:00,465.30386,3967.23953,373.48999,2016-08-22 12:03:27.0000000 -07:00,373.48999,6,9
Saundra Maldonado - SR TEAM TRAINING 06-10-2016,Centre Midfield,21.7818,2016-08-22 01:04:43.0000000 -07:00,469.30724,4553.86743,53.86,2016-08-22 12:09:52.0000000 -07:00,53.86,0,7
Saundra Maldonado - SR TEAM TRAINING 06-11-2016,Centre Midfield,19.5822,2016-08-22 12:39:55.0000000 -07:00,245.3114,2409.42566,13.23,2016-08-22 12:00:41.0000000 -07:00,13.23,0,2
Saundra Maldonado - SR V HD 06-12-2016,Centre Midfield,22.5162,2016-08-22 12:08:53.0000000 -07:00,113.14375,1195.875,65.48,2016-08-22 12:03:03.0000000 -07:00,65.48,0,5
Saundra Maldonado - SR TEAM TRAINING 06-13-2016,Centre Midfield,22.6422,2016-08-22 12:55:23.0000000 -07:00,441.0535,4026.1748,192.79,2016-08-22 12:06:03.0000000 -07:00,192.79,0,24
Saundra Maldonado - SR TEAM TRAINING 06-15-2016,Centre Midfield,24.4674,2016-08-22 01:02:32.0000000 -07:00,448.1578,4200.17468,454.41,2016-08-22 12:01:44.0000000 -07:00,454.41,5,10
Saundra Maldonado - SR V SB 06-19-2016,Centre Midfield,25.0938,2016-08-22 12:12:32.0000000 -07:00,151.05067,1620.11304,184.63,2016-08-22 12:03:36.0000000 -07:00,184.63,2,12
Saundra Maldonado - SR TEAM TRAINING 06-21-2016,Centre Midfield,19.9026,2016-08-22 01:04:18.0000000 -07:00,460.05251,4057.03296,15.41,2016-08-22 12:01:43.0000000 -07:00,15.41,0,2
Saundra Maldonado - SR TEAM TRAINING 06-22-2016,Centre Midfield,22.4622,2016-08-22 01:00:56.0000000 -07:00,462.95004,4182.43283,53.51,2016-08-22 12:03:06.0000000 -07:00,53.51,0,7
Saundra Maldonado - SR TEAM TRAINING 06-24-2016,Centre Midfield,15.8814,2016-08-22 12:38:36.0000000 -07:00,232.27678,2232.37061,0,2016-08-22 12:00:30.0000000 -07:00,0,0,0
Saundra Maldonado - SR TEAM TRAINING 06-28-2016,Centre Midfield,23.697,2016-08-22 01:01:06.0000000 -07:00,414.28882,3828.90723,215.29,2016-08-22 12:06:51.0000000 -07:00,215.29,6,18
Saundra Maldonado - SR TEAM TRAINING 06-30-2016,Centre Midfield,23.9238,2016-08-22 01:09:17.0000000 -07:00,439.73441,4264.91272,132.37,2016-08-22 12:08:29.0000000 -07:00,132.37,1,14
Cassandra White - SR TEAM TRAINING 03-14-2016,Wide Midfield,28.3266,2016-08-22 01:08:31.0000000 -07:00,598.78022,6312.12073,326.95999,2016-08-22 12:03:52.0000000 -07:00,326.95999,7,26
Cassandra White - SR TEAM TRAINING 03-16-2016,Wide Midfield,28.5714,2016-08-22 01:05:34.0000000 -07:00,568.7628,5802.91132,839.18998,2016-08-22 12:04:47.0000000 -07:00,839.18998,15,36
Cassandra White - SR TESTING 03-18-2016,Wide Midfield,0,2016-08-22 02:36:31.0000000 -07:00,570.74967,0,0,2016-08-22 12:11:17.0000000 -07:00,0,0,0
Cassandra White - SR TEAM TRAINING 03-20-2016,Wide Midfield,28.305,2016-08-22 01:04:44.0000000 -07:00,625.35561,6671.6543,433.40999,2016-08-22 12:02:52.0000000 -07:00,433.40999,8,38
Cassandra White - SR TEAM TRAINING 03-21-2016,Wide Midfield,26.3898,2016-08-22 01:19:06.0000000 -07:00,641.70102,6808.25293,333.27001,2016-08-22 12:04:23.0000000 -07:00,333.27001,6,33
Cassandra White - SR TEAM TRAINING 03-22-2016,Wide Midfield,29.9574,2016-08-22 01:13:08.0000000 -07:00,506.43496,5297.45038,364.32,2016-08-22 12:04:32.0000000 -07:00,364.32,5,34
Cassandra White - SR TEAM TRAINING 03-23-2016,Wide Midfield,29.3922,2016-08-22 01:12:08.0000000 -07:00,496.03774,5177.67963,239.19,2016-08-22 12:05:02.0000000 -07:00,239.19,6,21
Cassandra White - SR TEAM TRAINING 03-25-2016,Wide Midfield,25.9974,2016-08-22 12:59:01.0000000 -07:00,464.33608,4606.92615,248.57,2016-08-22 12:02:09.0000000 -07:00,248.57,4,21
Cassandra White - SR TEAM TRAINING 03-26-2016,Wide Midfield,23.445,2016-08-22 12:27:45.0000000 -07:00,223.16533,2457.51172,73.2,2016-08-22 12:00:46.0000000 -07:00,73.2,1,8
Cassandra White - SR V PT 03-27-2016,Wide Midfield,30.1194,2016-08-22 02:00:23.0000000 -07:00,913.6754,9700.54224,523.47001,2016-08-22 12:05:24.0000000 -07:00,523.47001,9,44
Cassandra White - SR V HD 03-30-2016,Wide Midfield,28.1466,2016-08-22 01:34:00.0000000 -07:00,841.65494,9097.68994,804.32999,2016-08-22 12:03:39.0000000 -07:00,804.32999,15,58
Cassandra White - SR TEAM TRAINING 04-05-2016,Wide Midfield,26.9226,2016-08-22 01:09:02.0000000 -07:00,527.73404,5250.51923,714.67002,2016-08-22 12:00:38.0000000 -07:00,714.67002,8,38
Cassandra White - SR TEAM TRAINING 04-06-2016,Wide Midfield,23.3586,2016-08-22 01:07:47.0000000 -07:00,439.43643,4577.42273,368.33,2016-08-22 12:00:58.0000000 -07:00,368.33,3,28
Cassandra White - SR TEAM TRAINING 04-08-2016,Wide Midfield,26.2674,2016-08-22 01:24:01.0000000 -07:00,383.64415,3966.07922,206.33,2016-08-22 12:04:01.0000000 -07:00,206.33,3,21
Cassandra White - SR V UW 04-09-2016,Wide Midfield,28.9782,2016-08-22 01:37:17.0000000 -07:00,645.44601,7198.60461,666.64001,2016-08-22 12:03:19.0000000 -07:00,666.64001,17,40
Cassandra White - SR TEAM TRAINING 04-11-2016,Wide Midfield,26.6346,2016-08-22 12:58:10.0000000 -07:00,328.56574,3229.48132,142.55,2016-08-22 12:02:04.0000000 -07:00,142.55,3,16
Cassandra White - SR TEAM TRAINING 04-12-2016,Wide Midfield,26.4582,2016-08-22 01:04:28.0000000 -07:00,322.20415,3223.50513,207.95,2016-08-22 12:02:57.0000000 -07:00,207.95,4,21
Cassandra White - SR TEAM TRAINING 04-13-2016,Wide Midfield,28.3302,2016-08-22 12:59:46.0000000 -07:00,459.45984,4694.93256,495.37,2016-08-22 12:01:40.0000000 -07:00,495.37,7,22
Cassandra White - SR TEAM TRAINING 04-15-2016,Wide Midfield,27.0522,2016-08-22 12:58:40.0000000 -07:00,350.35075,3330.08429,290.11001,2016-08-22 12:00:47.0000000 -07:00,290.11001,7,23
Cassandra White - SR TEAM TRAINING 04-16-2016,Wide Midfield,26.1594,2016-08-22 12:39:42.0000000 -07:00,318.73275,3138.99463,163.28,2016-08-22 12:01:24.0000000 -07:00,163.28,5,14
Cassandra White - SR V SB 04-17-2016,Wide Midfield,27.9774,2016-08-22 01:19:42.0000000 -07:00,784.09033,8467.59082,633.08,2016-08-22 12:00:27.0000000 -07:00,633.08,11,44
Cassandra White - SR TEAM TRAINING 04-20-2016,Wide Midfield,24.2478,2016-08-22 01:00:57.0000000 -07:00,298.84808,3209.0592,203.98,2016-08-22 12:02:05.0000000 -07:00,203.98,2,25
Cassandra White - SR TEAM TRAINING 04-21-2016,Wide Midfield,26.7966,2016-08-22 01:06:40.0000000 -07:00,517.45372,5149.22668,310.47,2016-08-22 12:01:35.0000000 -07:00,310.47,6,28
Cassandra White - SR V BB 04-24-2016,Wide Midfield,30.1662,2016-08-22 01:38:29.0000000 -07:00,891.0596,9695.26221,1114.94,2016-08-22 12:04:58.0000000 -07:00,1114.94,22,54
Cassandra White - SR TEAM TRAINING 04-26-2016,Wide Midfield,24.8742,2016-08-22 12:57:24.0000000 -07:00,347.76248,3499.02417,107.64,2016-08-22 12:00:04.0000000 -07:00,107.64,2,9
Cassandra White - SR TEAM TRAINING 04-29-2016,Wide Midfield,24.813,2016-08-22 01:01:25.0000000 -07:00,195.74182,2058.91626,122.97,2016-08-22 12:00:08.0000000 -07:00,122.97,3,12
Cassandra White - SR TEAM TRAINING 04-30-2016,Wide Midfield,24.1002,2016-08-22 12:27:29.0000000 -07:00,187.22765,2047.64209,48.71,2016-08-22 12:01:29.0000000 -07:00,48.71,1,6
Cassandra White - SR V KC 05-01-2016,Wide Midfield,29.0214,2016-08-22 01:15:13.0000000 -07:00,663.16937,7252.46094,558.97999,2016-08-22 12:01:56.0000000 -07:00,558.97999,15,33
Cassandra White - SR TEAM TRAINING 05-06-2016,Wide Midfield,19.7514,2016-08-22 12:54:27.0000000 -07:00,336.82687,3379.40918,53.19,2016-08-22 12:00:41.0000000 -07:00,53.19,0,10
Cassandra White - SR V OP 05-08-2016,Wide Midfield,29.5974,2016-08-22 01:06:29.0000000 -07:00,602.17137,6886.96143,375.31001,2016-08-22 12:00:55.0000000 -07:00,375.31001,7,27
Cassandra White - SR TEAM TRAINING 05-11-2016,Wide Midfield,27.3798,2016-08-22 01:00:02.0000000 -07:00,406.00841,3992.68475,496.7,2016-08-22 12:00:10.0000000 -07:00,496.7,10,19
Cassandra White - SR TEAM TRAINING 05-12-2016,Wide Midfield,27.0594,2016-08-22 01:05:19.0000000 -07:00,522.56342,5308.77539,243.08999,2016-08-22 12:00:08.0000000 -07:00,243.08999,8,23
Cassandra White - SR TEAM TRAINING 05-13-2016,Wide Midfield,21.0438,2016-08-22 12:40:00.0000000 -07:00,186.76046,1904.70221,55.52,2016-08-22 12:00:00.0000000 -07:00,55.52,0,8
Cassandra White - SR V PT 05-14-2016,Wide Midfield,26.8902,2016-08-22 12:02:00.0000000 -07:00,25.81167,230.52989,29.98,2016-08-22 12:00:00.0000000 -07:00,29.98,1,2
Cassandra White - SR TEAM TRAINING 06-06-2016,Wide Midfield,9.6138,2016-08-22 01:12:24.0000000 -07:00,228.10678,1570.70813,0,2016-08-22 12:00:03.0000000 -07:00,0,0,0
Cassandra White - SR TEAM TRAINING 06-07-2016,Wide Midfield,10.9602,2016-08-22 01:03:46.0000000 -07:00,259.71179,2175.49438,0,2016-08-22 12:00:00.0000000 -07:00,0,0,0
Cassandra White - SR TEAM TRAINING 06-09-2016,Wide Midfield,21.8394,2016-08-22 12:57:20.0000000 -07:00,318.1626,3402.90894,105.92,2016-08-22 12:00:00.0000000 -07:00,105.92,0,12
Cassandra White - SR TEAM TRAINING 06-10-2016,Wide Midfield,5.2758,2016-08-22 01:06:06.0000000 -07:00,120.44166,752.36798,0,2016-08-22 12:00:00.0000000 -07:00,0,0,0
Cassandra White - SR TEAM TRAINING 06-11-2016,Wide Midfield,26.001,2016-08-22 01:15:55.0000000 -07:00,498.96591,5117.04248,957.37999,2016-08-22 12:01:38.0000000 -07:00,957.37999,9,38
Cassandra White - SR V HD 06-12-2016,Wide Midfield,23.2614,2016-08-22 01:14:03.0000000 -07:00,561.85339,6106.85645,628.50003,2016-08-22 12:01:00.0000000 -07:00,628.50003,0,28
Cassandra White - SR TEAM TRAINING 06-15-2016,Wide Midfield,28.8054,2016-08-22 01:23:58.0000000 -07:00,434.20135,4598.77325,873.82003,2016-08-22 12:02:27.0000000 -07:00,873.82003,11,35
